doc_id,hotel_name,reviewer_score,text_excerpt
17787,Best Western Palm Hotel,8.8,Good staff etc But poor location if using public transport to get into London Fine if in car
17788,Novotel Paris Centre Bercy,7.9,The location and the staff The food was not very good at the restaurant for d ner
17789,Starhotels Echo,10.0,Perfect location very clean and modern rooms very friendly and helpful staff
17790,Hotel Rathaus Wein Design,10.0,buffet breakfast supper snacks Wine
17791,Eurostars Cristal Palace,8.3,Excellent location Friendly door man Rest of staff were very unfriendly
17792,St George s Hotel Wembley,8.8,Lovely staff and room windows didn t open No views from the window
17793,Hampshire Hotel Amsterdam American,10.0,Upgraded to handicap accessible room large bed with lots of floor space and balcony overlooking fountain nice breakfast excellent location near museums restaurants shopping water taxi and tram line Somewhat noisy beca...
17794,M by Montcalm Shoreditch London Tech City,9.2,everything is immaculate and luxurious check in took about half an hour plus the guy checking us in didn t have a clue what he was doing
17795,Swiss tel Amsterdam,7.9,The location and the facilities in the room
17796,Hilton London Bankside,10.0,Everything was excellent The room was great the gym and the pool were excellent and clean The place smelled fantastic like a spa The breakfast was outstanding The 1200 checkout was so convenient and every member of st...
17797,Hotel Scribe Paris Opera by Sofitel,10.0,It was all wonderful I wish we could have stayed longer
17798,H tel Raphael,9.6,Very elegant hotel with the best terrace view The room was quite spacious for a European hotel And the staff were very attentive Appreciated the fact that when my son felt cold while having dinner at the terrace they ...
17799,Little Palace Hotel,10.0,Great location and staff The Hotel room is pretty big for a Paris hotel Close to grocery and restaurants
17800,Admiral Hotel,7.5,Centraly located near the Milan Exhibtion centre close to Metro
17801,Arthotel ANA Prime,5.0,Private parking is not really private It is standard public parking located about 1km from hotel about 10 min walk In my room 1st floor there was a smell of all breakfast dishes in the morning
17802,Novotel Amsterdam City,5.0,it was clean staff was friendly computers downstairs are good and useful We booked superior triple room online but they gave us superior double room and there was a price difference in between them there were no slipp...
17803,Hotel du Vin Cannizaro House Wimbledon,7.9,Comfy big bed very nice bathroom and bath especially Breakfast took an hour very slow service of cooked part I think there were staffing problems
17804,DoubleTree by Hilton London Hyde Park,10.0,very modern
17805,Hotel Da Vinci,9.2,The hotel had very nice interior and the staff were extremely helpful We needed to check out before breakfast as we had an early morning flight so they prepared a packed breakfast for us We walked to the centre which ...
17806,NH Milano Touring,7.1,Room was in good condition Friendly and helpful staff Parking was off site in public car park
17807,Park Plaza Westminster Bridge London,9.6,It was clean friendly perfect location The business meeting in the same room as the entertainment
17808,Hotel Prinz Eugen,7.5,Location was very convenient close to 2 stations hauptbahnof and Quatier Belvedere not far by tube from the city centre The breakfast was good with lots of selections both cold and hot Clean bathroom and good facility...
17809,Hotel Okura Amsterdam,7.1,Great location Room not ready Twice
17810,WestCord Fashion Hotel Amsterdam,10.0,The hotel was very modern with good facilities we had brought the wrong plug converters and they supplied us with some so as we could use our devices Free wifi with a good connection too Lovely bathrooms although if y...
17811,Crowne Plaza London Docklands,10.0,Where the hotel is collect and the cable car Very clean and breakfast was spot on Room was a bit cold
17812,Hotel Parc Saint Severin Esprit de France,9.2,This is a delightful hotel in a great location near Blvd St Germain Blvd St Michel It is well suited to mature couples with its aircon lift refrigerator kettle The staff were very helpful and are happy to book tours t...
17813,NH Amsterdam Schiller,9.6,The staff were lovely the room was a great size and immaculate The bed was huge Unfortunately the bars and clubs below our window didn t close until 5am so the noise was loud throughout the night Ear plugs are provided
17814,Sall s Hotel Pere IV,4.6,The room smelt nice and staff were quite helpful The standard and location of the hotel was terrible
17815,Radisson Blu Edwardian New Providence Wharf,9.6,Room very nice staff friendly Shuttle service to Canary Wharf was very useful
17816,Hotel Elys es Bassano,10.0,The location was fabulous We could walk everywhere and a small taxi journey to the catacombs The breakfast was great and set us up for each day The room was lovely and just what we wanted for a romantic getaway for my...
17817,UNA Maison Milano,9.2,I really liked this hotel for sure in my next trip I will book in it Very welcoming staff clean room and the location is amazing Jest a note Ask to see your room befor the have small rooms
17818,Inntel Hotels Amsterdam Centre,5.4,Central location and breakfast buffet Very tired and old as soon as you leave reception One of the elevators were broken which made journeys up and down long at rush hours
17819,Best Western PLUS Epping Forest,7.5,the forested area the friendly staff also the clean toels daily using the computers they kept timing out also i was chargred twice for my stay of 2 weeks this is still an ingoing issue
17820,The Tower A Guoman Hotel,10.0,Amazing views of tower bridge
17821,Britannia International Hotel Canary Wharf,7.5,I liked the food optioms and the restaurant staff The receptionist individuals were difficult Never could offer help or assistance
17822,Starhotels Echo,9.6,Staff was very friendly and helpful The location close to the Railway Station Milan Centrale 3 min walk The bathroom was very clean and beautiful The hotel is very modern and cool Breakfast was amazing The location ne...
17823,DoubleTree By Hilton London Excel,6.7,view from the window and easy access from DLR and free parking space for our car TV doesn t work properly too slow to operate window curtains didn t function properly one seemed to be stuck at its place double tree ne...
17824,The Marylebone Hotel,4.6,Get access to swimming pool through restaurant or through street
17825,Holiday Inn London Mayfair,9.6,Good Location breakfast average but ok
17826,Hotel Casa Bonay,8.8,Convenient located modern little room that allows comfortable stay close to everything you want to explore for a short Barcelona trip You have to keep windows closed as directly to Main Street saying that once closed ...
17827,Barcel Raval,10.0,Room clean Beds very comfy Panoramic view from top terrace Room could have been ready earlier but we had to wait Hotel gave us voucher for one round of drinks
17828,Ilunion Bel Art,9.6,It was very clean quiet Nothing to dislike
17829,H10 Casanova,10.0,Great location nice sky bar clean
17830,Club Quarters Hotel Gracechurch,9.6,We had a room at the back of the hotel which meant less traffic noise The room itself was clean and had everything we wanted The bed allowed for a good night s sleep Staff were friendly and welcoming Breakfast was min...
17831,Villa Beaumarchais,8.3,Pleasant decor Having a minibar Air conditioning was very weak No tea coffee making facilities in a 4 star hotel Duvet was too thick for the summer season and there was no separate top sheet to use instead on hot nights
